invoiceno,stockcode,quantity,invoicedate,customerid
541253,21733,2,2011-01-16 13:51:00.000000,17841
540179,22469,4,2011-01-05 12:54:00.000000,16033
538178,37447,24,2010-12-10 09:51:00.000000,17696
540859,21240,8,2011-01-12 10:58:00.000000,17965
536562,84509B,4,2010-12-01 15:08:00.000000,13468
536884,21523,2,2010-12-03 11:42:00.000000,14589
536528,22938,1,2010-12-01 13:17:00.000000,15525
536530,85104,8,2010-12-01 13:21:00.000000,17905
537135,22809,3,2010-12-05 12:35:00.000000,17059
536938,22386,20,2010-12-03 12:05:00.000000,14680
539981,21983,24,2010-12-23 14:35:00.000000,13304
538035,22960,1,2010-12-09 13:03:00.000000,16065
537822,21539,3,2010-12-08 14:22:00.000000,13523
537196,85129D,1,2010-12-05 13:55:00.000000,15426
538418,84992,2,2010-12-12 12:00:00.000000,17372
538849,22464,6,2010-12-14 13:31:00.000000,14415
537773,71477,5,2010-12-08 12:36:00.000000,16016
539010,84507C,3,2010-12-15 13:24:00.000000,15005
536985,22192,2,2010-12-03 14:40:00.000000,15373
539185,22746,1,2010-12-16 11:53:00.000000,16470
541244,84030E,1,2011-01-16 12:35:00.000000,15535
538514,22804,2,2010-12-12 14:27:00.000000,15044
536365,84406B,8,2010-12-01 08:26:00.000000,17850
C539402,22488,-1,2010-12-17 12:19:00.000000,17315
539497,22549,24,2010-12-20 10:41:00.000000,12944
536947,21217,3,2010-12-03 12:29:00.000000,13013
C537602,21843,-1,2010-12-07 12:45:00.000000,17511
537837,20668,96,2010-12-08 14:59:00.000000,13077
537636,22637,16,2010-12-07 15:20:00.000000,16950
538197,22747,3,2010-12-10 10:56:00.000000,14419
539957,22616,24,2010-12-23 12:58:00.000000,12585
538634,22075,8,2010-12-13 13:28:00.000000,14085
537754,47567B,1,2010-12-08 11:16:00.000000,16081
539089,22730,4,2010-12-16 09:46:00.000000,15246
537793,22385,100,2010-12-08 12:57:00.000000,15032
537126,20674,1,2010-12-05 12:13:00.000000,18118
539472,84826,1,2010-12-19 14:23:00.000000,15581
538210,20675,8,2010-12-10 11:44:00.000000,14256
541406,21034,1,2011-01-17 15:19:00.000000,14657
539635,22423,6,2010-12-20 15:14:00.000000,14051
541253,21935,2,2011-01-16 13:51:00.000000,17841
538826,21106,3,2010-12-14 12:58:00.000000,12370
536856,22960,6,2010-12-03 10:26:00.000000,13370
538248,17091J,2,2010-12-10 12:14:00.000000,18116
539488,22029,24,2010-12-20 09:37:00.000000,12377
541410,82483,6,2011-01-17 16:06:00.000000,13089
538419,21163,1,2010-12-12 12:01:00.000000,16367
C539602,22893,-9,2010-12-20 14:02:00.000000,13369
537133,47591D,1,2010-12-05 12:29:00.000000,18156
540462,22112,3,2011-01-07 12:45:00.000000,16779
537867,21485,3,2010-12-08 16:48:00.000000,16717
538368,21677,2,2010-12-12 10:57:00.000000,15503
541202,85099F,10,2011-01-14 12:09:00.000000,17581
538507,35961,24,2010-12-12 13:26:00.000000,15547
539212,82482,6,2010-12-16 12:20:00.000000,17146
538378,22112,1,2010-12-12 11:26:00.000000,14577
C540158,22423,-2,2011-01-05 11:42:00.000000,12471
538868,22564,12,2010-12-14 14:42:00.000000,17017
540350,82581,1,2011-01-06 14:14:00.000000,18283
541206,21212,120,2011-01-14 12:24:00.000000,14646
539315,21257,4,2010-12-16 18:23:00.000000,18260
537765,22444,24,2010-12-08 12:08:00.000000,14606
540992,22956,2,2011-01-12 16:57:00.000000,17364
540242,22078,4,2011-01-05 15:30:00.000000,15046
540460,21881,24,2011-01-07 12:44:00.000000,15607
536370,22492,36,2010-12-01 08:45:00.000000,12583
536412,85184C,1,2010-12-01 11:49:00.000000,17920
537421,22572,1,2010-12-06 15:25:00.000000,17218
538167,20728,3,2010-12-09 18:58:00.000000,14713
540859,21239,8,2011-01-12 10:58:00.000000,17965
540520,22029,12,2011-01-09 12:31:00.000000,17555
540278,22896,2,2011-01-06 12:31:00.000000,15719
540027,21217,2,2011-01-04 13:30:00.000000,14210
540014,22179,1,2011-01-04 11:34:00.000000,14606
537672,22768,2,2010-12-08 09:30:00.000000,13050
539454,22630,2,2010-12-17 17:12:00.000000,17377
539294,82486,1,2010-12-16 16:45:00.000000,15532
540162,21340,1,2011-01-05 11:52:00.000000,13089
541523,22723,1,2011-01-19 10:09:00.000000,17708
541676,22029,12,2011-01-20 14:01:00.000000,15379
540247,21754,3,2011-01-05 15:56:00.000000,15464
538382,22570,3,2010-12-12 11:37:00.000000,17218
541263,22358,6,2011-01-16 16:10:00.000000,16843
538689,22086,12,2010-12-14 09:52:00.000000,13050
541138,22646,12,2011-01-14 10:42:00.000000,12553
537197,22963,12,2010-12-05 14:02:00.000000,12647
538845,22750,4,2010-12-14 13:19:00.000000,16531
538866,84912A,1,2010-12-14 14:40:00.000000,17841
538827,22377,20,2010-12-14 12:59:00.000000,14298
540183,84077,288,2011-01-05 13:37:00.000000,15093
539240,84823,2,2010-12-16 13:15:00.000000,15194
541485,22514,1,2011-01-18 13:05:00.000000,18118
539213,22661,10,2010-12-16 12:23:00.000000,12877
540185,21361,2,2011-01-05 13:41:00.000000,14653
538808,22197,4,2010-12-14 12:11:00.000000,14057
537144,22469,2,2010-12-05 13:00:00.000000,15880
538863,21162,1,2010-12-14 14:15:00.000000,16919
540545,22180,4,2011-01-09 15:35:00.000000,13451
540242,85053,1,2011-01-05 15:30:00.000000,15046
536464,90200B,2,2010-12-01 12:23:00.000000,17968
537781,84029E,1,2010-12-08 12:46:00.000000,17341
538168,22417,2,2010-12-09 19:23:00.000000,14702
540148,22219,24,2011-01-05 10:58:00.000000,14189
541571,21458,6,2011-01-19 12:38:00.000000,12841
538250,22474,1,2010-12-10 12:20:00.000000,18118
541518,22074,24,2011-01-19 09:05:00.000000,12451
540946,22656,1,2011-01-12 12:43:00.000000,12359
540015,22985,25,2011-01-04 11:40:00.000000,13319
539321,82484,1,2010-12-16 19:19:00.000000,14723
539985,82483,22,2010-12-23 15:16:00.000000,15856
536412,22570,3,2010-12-01 11:49:00.000000,17920
540953,22645,2,2011-01-12 13:16:00.000000,14587
541417,22245,2,2011-01-17 16:23:00.000000,16033
538744,22535,1,2010-12-14 11:26:00.000000,15356
540013,22794,1,2011-01-04 11:30:00.000000,16255
538069,22731,3,2010-12-09 14:08:00.000000,16795
538382,22533,2,2010-12-12 11:37:00.000000,17218
537200,22112,1,2010-12-05 14:17:00.000000,15867
537371,90060D,1,2010-12-06 12:47:00.000000,15028
540288,22925,1,2011-01-06 12:45:00.000000,17634
537255,22127,12,2010-12-06 11:03:00.000000,14443
538513,22585,2,2010-12-12 14:21:00.000000,15454
536570,22113,36,2010-12-01 15:35:00.000000,14496
540163,22195,24,2011-01-05 11:52:00.000000,13089
536398,22468,4,2010-12-01 10:52:00.000000,13448
537381,22158,3,2010-12-06 13:13:00.000000,14667
541485,22975,1,2011-01-18 13:05:00.000000,18118
540991,22169,16,2011-01-12 16:52:00.000000,16525
540458,21121,24,2011-01-07 12:28:00.000000,12501
540946,82613D,20,2011-01-12 12:43:00.000000,12359
537047,22080,1,2010-12-05 11:02:00.000000,13069
539084,84836,12,2010-12-16 09:31:00.000000,13890
541417,84992,4,2011-01-17 16:23:00.000000,16033
540278,22646,1,2011-01-06 12:31:00.000000,15719
539658,21485,6,2010-12-21 09:34:00.000000,17213
538630,22457,12,2010-12-13 13:25:00.000000,14565
541277,47590A,1,2011-01-17 11:46:00.000000,12673
538206,84879,8,2010-12-10 11:31:00.000000,17827
540412,22722,4,2011-01-07 10:27:00.000000,13842
538015,21696,6,2010-12-09 12:49:00.000000,13240
540838,21355,12,2011-01-11 15:13:00.000000,13862
538012,21041,2,2010-12-09 12:32:00.000000,14527
541473,84946,72,2011-01-18 11:30:00.000000,17491
538040,20685,1,2010-12-09 13:08:00.000000,16520
537441,22865,3,2010-12-06 17:26:00.000000,13564
541206,22029,144,2011-01-14 12:24:00.000000,14646
537201,20724,20,2010-12-05 14:19:00.000000,12472
541241,21175,4,2011-01-16 11:08:00.000000,13782
538591,84970S,24,2010-12-13 11:44:00.000000,14741
537828,21136,8,2010-12-08 14:43:00.000000,15680
537765,85067,1,2010-12-08 12:08:00.000000,14606
536396,21730,6,2010-12-01 10:51:00.000000,17850
537375,22168,1,2010-12-06 12:55:00.000000,17019
537163,85199L,24,2010-12-05 13:21:00.000000,17863
539181,22136,1,2010-12-16 11:51:00.000000,12748
538397,22664,30,2010-12-12 11:44:00.000000,12753
537057,22086,1,2010-12-05 11:49:00.000000,15351
541609,85015,6,2011-01-20 10:11:00.000000,15938
539421,22150,6,2010-12-17 14:21:00.000000,14016
541265,20723,5,2011-01-16 16:23:00.000000,17609
538107,22910,6,2010-12-09 15:21:00.000000,12826
540179,22853,1,2011-01-05 12:54:00.000000,16033
536464,21816,2,2010-12-01 12:23:00.000000,17968
537680,22664,5,2010-12-08 10:11:00.000000,13599
539009,82600,12,2010-12-15 13:24:00.000000,13221
537844,72232,2,2010-12-08 15:17:00.000000,17999
539250,21617,12,2010-12-16 13:44:00.000000,15157
540179,21876,6,2011-01-05 12:54:00.000000,16033
540247,22457,12,2011-01-05 15:56:00.000000,15464
537196,21904,1,2010-12-05 13:55:00.000000,15426
540997,84692,2,2011-01-13 09:55:00.000000,17368
540664,21756,4,2011-01-10 15:18:00.000000,15044
541604,21733,6,2011-01-19 17:23:00.000000,14572
537885,21411,3,2010-12-09 09:34:00.000000,12942
541676,22804,12,2011-01-20 14:01:00.000000,15379
536389,22726,4,2010-12-01 10:03:00.000000,12431
541262,22148,2,2011-01-16 15:50:00.000000,18069
541292,21527,4,2011-01-17 13:30:00.000000,15596
540350,22653,1,2011-01-06 14:14:00.000000,18283
540980,22113,6,2011-01-12 15:22:00.000000,14514
537224,48194,1,2010-12-05 16:24:00.000000,13174
C538081,22630,-33,2010-12-09 14:29:00.000000,16898
539374,21908,12,2010-12-17 11:40:00.000000,14769
539317,22089,1,2010-12-16 19:04:00.000000,17392
537225,79191B,5,2010-12-05 16:41:00.000000,12748
541260,21324,1,2011-01-16 15:44:00.000000,16059
539993,22808,12,2011-01-04 10:00:00.000000,13313
541530,22059,12,2011-01-19 10:56:00.000000,14769
538744,22666,1,2010-12-14 11:26:00.000000,15356
540647,22962,6,2011-01-10 14:57:00.000000,17406
541489,21485,2,2011-01-18 13:38:00.000000,15023
540566,84836,4,2011-01-10 10:58:00.000000,17811
C537383,21658,-1,2010-12-06 13:17:00.000000,16550
539089,22303,6,2010-12-16 09:46:00.000000,15246
538903,22082,20,2010-12-15 10:17:00.000000,13496
539475,22109,1,2010-12-19 14:41:00.000000,16686
537057,22356,2,2010-12-05 11:49:00.000000,15351
536956,20665,6,2010-12-03 12:43:00.000000,14210
537126,22386,1,2010-12-05 12:13:00.000000,18118
540414,22326,12,2011-01-07 10:32:00.000000,12481
538011,22567,2,2010-12-09 12:24:00.000000,14896
537773,22149,3,2010-12-08 12:36:00.000000,16016
539243,22113,1,2010-12-16 13:21:00.000000,18116
540473,22898,2,2011-01-07 14:31:00.000000,17284
541596,22784,2,2011-01-19 16:19:00.000000,17602
541240,22417,1,2011-01-16 11:07:00.000000,16206
536464,22744,2,2010-12-01 12:23:00.000000,17968
537154,20977,1,2010-12-05 13:05:00.000000,15808
537046,22169,16,2010-12-05 10:58:00.000000,18109
538077,22113,8,2010-12-09 14:19:00.000000,14667
539587,85123A,32,2010-12-20 13:10:00.000000,14298
536598,22178,24,2010-12-02 07:48:00.000000,13090
541682,22030,12,2011-01-20 15:00:00.000000,14770
536460,21484,8,2010-12-01 12:22:00.000000,14849
538851,22621,12,2010-12-14 13:32:00.000000,16556
540635,22585,12,2011-01-10 12:03:00.000000,14229
540473,21207,3,2011-01-07 14:31:00.000000,17284
541115,15060B,4,2011-01-13 15:34:00.000000,12578
538827,85173,24,2010-12-14 12:59:00.000000,14298
539262,84951A,12,2010-12-16 14:35:00.000000,15789
537900,21136,16,2010-12-09 10:45:00.000000,15983
538521,21258,2,2010-12-13 09:02:00.000000,14180
540540,22557,2,2011-01-09 15:10:00.000000,17218
541240,22435,2,2011-01-16 11:07:00.000000,16206
540697,22358,6,2011-01-11 09:20:00.000000,16670
538917,21774,2,2010-12-15 10:57:00.000000,17449
537819,21071,24,2010-12-08 13:55:00.000000,15298
539293,22365,2,2010-12-16 16:42:00.000000,18223
537135,20973,6,2010-12-05 12:35:00.000000,17059
539840,21094,12,2010-12-22 14:28:00.000000,12383
539933,90003D,4,2010-12-23 11:24:00.000000,15235
539118,22554,5,2010-12-16 11:27:00.000000,15563
537031,22773,12,2010-12-03 16:45:00.000000,16455
541659,21733,6,2011-01-20 12:16:00.000000,15262
539988,84050,2,2010-12-23 16:06:00.000000,18116
538827,82613B,20,2010-12-14 12:59:00.000000,14298
540957,20727,7,2011-01-12 13:30:00.000000,15311
C539576,47559B,-20,2010-12-20 12:25:00.000000,14911
537829,85049A,12,2010-12-08 14:46:00.000000,15498
541038,21448,3,2011-01-13 12:10:00.000000,16395
539455,72802C,2,2010-12-17 17:17:00.000000,12748
537896,21314,8,2010-12-09 10:33:00.000000,18071
539075,22329,1,2010-12-15 17:28:00.000000,17189
536860,21485,3,2010-12-03 10:43:00.000000,16905
541585,22763,2,2011-01-19 14:22:00.000000,14180
539250,85034B,12,2010-12-16 13:44:00.000000,15157
537567,22530,1,2010-12-07 11:59:00.000000,18119
539957,20828,12,2010-12-23 12:58:00.000000,12585
541570,22972,48,2011-01-19 12:34:00.000000,14646
541593,84951B,2,2011-01-19 15:20:00.000000,17611
539411,84970S,12,2010-12-17 13:29:00.000000,14243
538174,22745,12,2010-12-10 09:35:00.000000,12471
538497,22754,2,2010-12-12 12:44:00.000000,14684
538995,22197,24,2010-12-15 12:05:00.000000,13458
540506,21216,2,2011-01-09 11:12:00.000000,17796
538783,22566,12,2010-12-14 11:38:00.000000,14961
536557,22667,1,2010-12-01 14:41:00.000000,17841
540149,21213,24,2011-01-05 11:00:00.000000,12921
537815,79321,8,2010-12-08 13:49:00.000000,17676
536973,82600,12,2010-12-03 13:43:00.000000,17787
539607,48138,2,2010-12-20 14:10:00.000000,12681
537605,22646,4,2010-12-07 13:13:00.000000,16221
537627,21587,48,2010-12-07 14:58:00.000000,14739
538992,22960,1,2010-12-15 11:56:00.000000,15950
537136,21428,1,2010-12-05 12:42:00.000000,12748
537136,21985,12,2010-12-05 12:42:00.000000,12748
537764,22469,3,2010-12-08 12:06:00.000000,16893
539491,21123,2,2010-12-20 10:09:00.000000,14646
541258,22986,25,2011-01-16 15:30:00.000000,13634
539196,84029G,4,2010-12-16 12:09:00.000000,18055
541271,47590B,6,2011-01-17 11:12:00.000000,12388
536587,22752,2,2010-12-01 16:33:00.000000,14142
538839,21850,2,2010-12-14 13:10:00.000000,14606
538379,21894,1,2010-12-12 11:26:00.000000,17126
538008,21843,2,2010-12-09 12:17:00.000000,12683
541596,47503A,24,2011-01-19 16:19:00.000000,17602
541238,22957,1,2011-01-16 10:42:00.000000,16746
538346,21911,12,2010-12-10 14:53:00.000000,17865
538296,22178,12,2010-12-10 13:06:00.000000,13148
540672,21915,12,2011-01-10 15:51:00.000000,15281
541530,21915,12,2011-01-19 10:56:00.000000,14769
537144,21187,2,2010-12-05 13:00:00.000000,15880
538002,21591,24,2010-12-09 11:48:00.000000,14932
539859,21191,25,2010-12-22 16:23:00.000000,17905
540647,82484,2,2011-01-10 14:57:00.000000,17406
538382,22837,2,2010-12-12 11:37:00.000000,17218
538888,40016,24,2010-12-14 16:23:00.000000,17912
539920,21069,6,2010-12-23 11:06:00.000000,14085
538827,85180B,24,2010-12-14 12:59:00.000000,14298
539837,48138,2,2010-12-22 13:48:00.000000,14532
537688,22909,12,2010-12-08 10:35:00.000000,17406
537822,21790,24,2010-12-08 14:22:00.000000,13523
540464,85230E,48,2011-01-07 13:17:00.000000,14298
539038,22111,3,2010-12-15 14:45:00.000000,15641
539324,22086,1,2010-12-16 19:51:00.000000,14985
537396,21351,3,2010-12-06 14:08:00.000000,17223
538507,85031A,2,2010-12-12 13:26:00.000000,15547
537141,21481,1,2010-12-05 12:57:00.000000,15570
537179,22729,12,2010-12-05 13:29:00.000000,13767
539607,22966,12,2010-12-20 14:10:00.000000,12681
539338,22949,144,2010-12-17 10:54:00.000000,17404
541012,22148,3,2011-01-13 11:48:00.000000,17019
537211,20725,10,2010-12-05 15:18:00.000000,16143
538995,21673,12,2010-12-15 12:05:00.000000,13458
540239,22352,6,2011-01-05 14:48:00.000000,12682
540353,20828,3,2011-01-06 14:53:00.000000,13764
538146,22630,12,2010-12-09 16:10:00.000000,15596
540021,20723,1,2011-01-04 12:51:00.000000,17841
540642,16237,30,2011-01-10 13:22:00.000000,12681
538646,22294,24,2010-12-13 14:55:00.000000,17293
537022,72807C,4,2010-12-03 15:45:00.000000,12725
537211,22457,6,2010-12-05 15:18:00.000000,16143
540827,22057,4,2011-01-11 14:15:00.000000,17569
537050,22712,12,2010-12-05 11:10:00.000000,14800
538654,22930,6,2010-12-13 15:13:00.000000,13089
537802,22057,12,2010-12-08 13:11:00.000000,13455
537225,22208,5,2010-12-05 16:41:00.000000,12748
537879,22694,6,2010-12-09 08:34:00.000000,14243
538522,20801,32,2010-12-13 09:09:00.000000,16210
539321,20967,1,2010-12-16 19:19:00.000000,14723
537262,84997B,2,2010-12-06 11:26:00.000000,15039
540148,22079,10,2011-01-05 10:58:00.000000,14189
539050,21981,1,2010-12-15 16:21:00.000000,12577
540813,22382,3,2011-01-11 12:41:00.000000,14669
539039,21824,24,2010-12-15 15:00:00.000000,13124
537393,22114,24,2010-12-06 13:59:00.000000,13089
539240,85035B,24,2010-12-16 13:15:00.000000,15194
539988,82613B,1,2010-12-23 16:06:00.000000,18116
537538,22622,2,2010-12-07 11:49:00.000000,15353
540247,21539,1,2011-01-05 15:56:00.000000,15464
540473,20669,3,2011-01-07 14:31:00.000000,17284
537429,22549,8,2010-12-06 15:54:00.000000,12748
539421,22749,4,2010-12-17 14:21:00.000000,14016
536874,84993A,1,2010-12-03 11:35:00.000000,16891
541655,21378,1,2011-01-20 12:04:00.000000,14779
541518,85049G,24,2011-01-19 09:05:00.000000,12451
539580,21468,6,2010-12-20 12:51:00.000000,15312
541202,21677,12,2011-01-14 12:09:00.000000,17581
541481,22702,24,2011-01-18 12:09:00.000000,14696
539325,84029G,4,2010-12-17 08:20:00.000000,13004
537871,22812,3,2010-12-08 17:20:00.000000,12748
540907,22855,12,2011-01-12 11:52:00.000000,13488
539653,84823,2,2010-12-20 16:50:00.000000,13564
538514,22086,15,2010-12-12 14:27:00.000000,15044
538511,84520B,5,2010-12-12 13:56:00.000000,13959
538855,70007,12,2010-12-14 13:50:00.000000,16503
537773,21484,5,2010-12-08 12:36:00.000000,16016
539478,22797,1,2010-12-19 15:07:00.000000,17343
540098,22473,1,2011-01-04 15:50:00.000000,16241
537446,21624,3,2010-12-07 09:13:00.000000,18055
538497,17091A,1,2010-12-12 12:44:00.000000,14684
541504,85123A,6,2011-01-18 15:37:00.000000,14415
538951,21754,1,2010-12-15 11:26:00.000000,16782
537421,22186,2,2010-12-06 15:25:00.000000,17218
537155,35958,4,2010-12-05 13:05:00.000000,12748
538379,21375,3,2010-12-12 11:26:00.000000,17126
538056,20752,1,2010-12-09 13:34:00.000000,17198
539488,21832,24,2010-12-20 09:37:00.000000,12377
536987,22651,1,2010-12-03 14:54:00.000000,17198
540413,22720,3,2011-01-07 10:29:00.000000,15194
540522,22494,12,2011-01-09 12:50:00.000000,13102
538174,21578,24,2010-12-10 09:35:00.000000,12471
539473,85036A,4,2010-12-19 14:24:00.000000,14911
540482,21621,1,2011-01-07 15:48:00.000000,14672
541604,84378,1,2011-01-19 17:23:00.000000,14572
537255,22380,5,2010-12-06 11:03:00.000000,14443
537594,22199,24,2010-12-07 12:28:00.000000,12647
537463,20682,6,2010-12-07 10:08:00.000000,12681
C538089,21906,-1,2010-12-09 14:47:00.000000,18230
537648,21557,6,2010-12-07 15:48:00.000000,12839
540409,84970S,12,2011-01-07 10:00:00.000000,16019
536522,21931,1,2010-12-01 12:49:00.000000,15012
539243,22413,1,2010-12-16 13:21:00.000000,18116
539250,20705,8,2010-12-16 13:44:00.000000,15157
537859,22111,1,2010-12-08 16:11:00.000000,14030
538945,22666,24,2010-12-15 11:22:00.000000,17230
540247,84580,1,2011-01-05 15:56:00.000000,15464
538086,22952,9,2010-12-09 14:44:00.000000,12872
538008,22331,16,2010-12-09 12:17:00.000000,12683
538077,21181,12,2010-12-09 14:19:00.000000,14667
537298,22083,6,2010-12-06 11:37:00.000000,13497
539659,21094,4,2010-12-21 09:47:00.000000,15034
537381,85038,6,2010-12-06 13:13:00.000000,14667
537601,22294,6,2010-12-07 12:43:00.000000,17287
536856,22623,6,2010-12-03 10:26:00.000000,13370
540257,22768,2,2011-01-05 17:33:00.000000,12748
538995,21355,24,2010-12-15 12:05:00.000000,13458
540269,22729,4,2011-01-06 11:39:00.000000,14135
539053,22939,2,2010-12-15 16:32:00.000000,16725
541587,22041,5,2011-01-19 14:39:00.000000,17841
537650,48187,2,2010-12-07 15:48:00.000000,16125
540239,22961,12,2011-01-05 14:48:00.000000,12682
538860,22844,1,2010-12-14 14:02:00.000000,17757
C538650,22778,-1,2010-12-13 15:05:00.000000,15311
537865,21670,18,2010-12-08 16:34:00.000000,16011
540349,20723,10,2011-01-06 14:07:00.000000,15379
536874,22144,1,2010-12-03 11:35:00.000000,16891
537133,22480,1,2010-12-05 12:29:00.000000,18156
538630,22969,12,2010-12-13 13:25:00.000000,14565
540511,21757,2,2011-01-09 11:34:00.000000,14472
536382,10002,12,2010-12-01 09:45:00.000000,16098
540176,84997D,72,2011-01-05 12:40:00.000000,17511
539456,90014A,1,2010-12-17 17:23:00.000000,16885
540353,22424,1,2011-01-06 14:53:00.000000,13764
540907,22227,24,2011-01-12 11:52:00.000000,13488
541410,22488,12,2011-01-17 16:06:00.000000,13089
537144,22470,1,2010-12-05 13:00:00.000000,15880
540095,22292,4,2011-01-04 15:40:00.000000,14553
537489,22737,10,2010-12-07 11:33:00.000000,17017
538652,21683,6,2010-12-13 15:12:00.000000,17890
539411,21754,3,2010-12-17 13:29:00.000000,14243
C540790,85170D,-2,2011-01-11 11:48:00.000000,16145
537915,21892,12,2010-12-09 10:55:00.000000,12797
536569,22111,1,2010-12-01 15:35:00.000000,16274
541510,22776,1,2011-01-18 16:39:00.000000,14428
539475,22176,1,2010-12-19 14:41:00.000000,16686
536986,22470,6,2010-12-03 14:40:00.000000,16140
536572,22589,6,2010-12-01 15:40:00.000000,16539
C539054,84352,-1,2010-12-15 16:34:00.000000,17044
540697,21870,12,2011-01-11 09:20:00.000000,16670
538255,20725,10,2010-12-10 12:33:00.000000,14911
537045,90185D,1,2010-12-05 10:54:00.000000,15038
536526,22625,6,2010-12-01 12:58:00.000000,14001
C539467,22801,-1,2010-12-19 12:46:00.000000,15044
538449,22834,6,2010-12-12 12:24:00.000000,17085
540971,22630,12,2011-01-12 14:10:00.000000,12383
538744,22470,1,2010-12-14 11:26:00.000000,15356
540099,85099B,13,2011-01-04 16:41:00.000000,15808
540157,82613C,1,2011-01-05 11:41:00.000000,15311
539594,22699,6,2010-12-20 13:31:00.000000,17621
537144,21882,1,2010-12-05 13:00:00.000000,15880
540357,22849,4,2011-01-06 15:14:00.000000,13093
537204,22024,12,2010-12-05 14:45:00.000000,15555
539039,21908,12,2010-12-15 15:00:00.000000,13124
539468,82486,8,2010-12-19 13:31:00.000000,15044
537759,71053,4,2010-12-08 11:42:00.000000,13126
538509,22780,1,2010-12-12 13:37:00.000000,14413
537606,72741,9,2010-12-07 13:16:00.000000,15002
538507,22338,24,2010-12-12 13:26:00.000000,15547
539086,84945,48,2010-12-16 09:35:00.000000,17001
537463,20681,6,2010-12-07 10:08:00.000000,12681
538168,22158,2,2010-12-09 19:23:00.000000,14702
539419,22195,12,2010-12-17 14:10:00.000000,12431
